event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2015,May,Wednesday,21,Person in Crisis,D32,Yes,75
2014,December,Friday,21,Overdose,D43,No,37
2014,October,Wednesday,11,Person in Crisis,D23,Yes,63
2014,October,Monday,16,Overdose,D13,Yes,124
2014,May,Tuesday,21,Person in Crisis,D22,No,117
2014,August,Saturday,7,Overdose,D12,No,106
2014,October,Friday,20,Overdose,D43,No,100
2014,December,Tuesday,4,Overdose,D42,No,24
2015,July,Monday,10,Suicide-related,D23,No,72
2015,April,Friday,8,Overdose,D52,No,58
2014,December,Tuesday,4,Overdose,D54,No,102
2014,March,Wednesday,6,Overdose,D51,No,129
2014,December,Friday,5,Overdose,D11,No,12
2014,April,Sunday,21,Overdose,D11,No,7
2015,May,Saturday,21,Suicide-related,D53,Yes,124
2015,November,Wednesday,21,Suicide-related,D22,No,22
2014,September,Sunday,5,Suicide-related,D22,Yes,115
2014,September,Friday,5,Suicide-related,D43,Yes,22
2014,December,Monday,18,Person in Crisis,D51,No,135
2015,July,Monday,23,Overdose,D51,Yes,17
2015,January,Monday,0,Suicide-related,D55,No,121
2015,December,Sunday,10,Overdose,D31,Yes,52
2014,July,Wednesday,18,Overdose,D53,Yes,75
2015,May,Monday,19,Suicide-related,D41,No,120
2015,April,Friday,8,Suicide-related,D54,No,36
2014,January,Monday,15,Suicide-related,D55,No,87
2015,September,Tuesday,21,Suicide-related,D12,Yes,14
2014,April,Thursday,16,Overdose,D53,No,90
2015,February,Sunday,16,Suicide-related,D52,No,75
2014,July,Monday,15,Suicide-related,D23,No,74
2015,October,Tuesday,17,Overdose,D55,No,136
2015,September,Saturday,7,Suicide-related,D33,Yes,137
2014,July,Monday,14,Overdose,D13,No,34
2014,July,Sunday,7,Overdose,D12,Yes,32
2014,August,Wednesday,7,Overdose,D55,No,35
2014,September,Tuesday,2,Overdose,D23,No,72
2014,February,Friday,21,Person in Crisis,D53,No,95
2014,May,Friday,9,Suicide-related,D22,No,98
2015,July,Sunday,18,Suicide-related,D41,No,6
2014,May,Thursday,9,Suicide-related,D14,No,101
2014,December,Friday,15,Person in Crisis,D43,No,10
2014,September,Saturday,8,Suicide-related,D12,Yes,85
2015,March,Monday,16,Suicide-related,D23,No,83
2015,July,Saturday,13,Overdose,D53,No,95
2015,September,Tuesday,4,Person in Crisis,D32,No,45
2015,December,Friday,19,Suicide-related,D55,Yes,9
2015,November,Tuesday,20,Overdose,D31,No,39
2014,July,Tuesday,21,Person in Crisis,D12,No,77
2014,May,Thursday,8,Suicide-related,D12,No,117
2014,July,Monday,9,Suicide-related,D31,No,93
2015,September,Monday,21,Person in Crisis,D31,Yes,4
2014,December,Saturday,8,Overdose,D52,Yes,37
2015,October,Monday,21,Person in Crisis,D43,No,52
2014,August,Thursday,14,Suicide-related,D54,No,48
2014,November,Friday,13,Suicide-related,D51,No,88
2015,June,Tuesday,14,Suicide-related,D22,No,47
2015,December,Wednesday,1,Suicide-related,D12,No,136
2015,October,Saturday,2,Person in Crisis,D43,No,99
2015,February,Saturday,18,Person in Crisis,D55,Yes,123
2015,February,Tuesday,11,Suicide-related,D51,No,55
2014,March,Thursday,12,Overdose,D22,Yes,62
2015,September,Thursday,0,Overdose,D14,No,51
2015,June,Friday,12,Person in Crisis,D43,No,30
2015,July,Tuesday,15,Suicide-related,D23,Yes,54
2015,February,Tuesday,18,Overdose,D23,No,83
2015,May,Monday,23,Suicide-related,D12,No,139
2015,January,Saturday,5,Overdose,D51,No,95
2014,March,Monday,21,Suicide-related,D41,No,81
2015,September,Tuesday,23,Person in Crisis,D11,Yes,34
2014,January,Sunday,21,Overdose,D31,No,19
2015,October,Wednesday,21,Person in Crisis,D32,No,54
2015,April,Sunday,9,Overdose,D55,No,64
2015,September,Saturday,11,Person in Crisis,D31,No,63
2014,May,Thursday,2,Suicide-related,D32,No,93
2014,November,Sunday,17,Person in Crisis,D12,Yes,91
2014,June,Monday,8,Suicide-related,D42,No,78
2015,March,Wednesday,23,Suicide-related,D33,No,139
2014,July,Tuesday,18,Overdose,D41,No,90
2015,August,Sunday,22,Overdose,D13,Yes,29
2015,July,Saturday,23,Person in Crisis,D22,Yes,38
2015,September,Sunday,11,Suicide-related,D23,No,42
2014,May,Wednesday,22,Person in Crisis,D42,No,98
2014,August,Thursday,6,Suicide-related,D33,No,58
2015,January,Thursday,0,Suicide-related,D11,No,133
2014,April,Sunday,23,Person in Crisis,D53,No,31
2015,December,Tuesday,7,Suicide-related,D23,No,76
2014,August,Sunday,15,Suicide-related,D33,No,4
2014,January,Thursday,19,Person in Crisis,D32,Yes,19
2015,September,Saturday,11,Overdose,D42,No,81
2014,February,Saturday,22,Overdose,D13,No,20
2015,December,Sunday,20,Suicide-related,D41,No,107
2015,November,Sunday,8,Person in Crisis,D31,Yes,66
2015,November,Wednesday,4,Suicide-related,D42,No,19
2015,March,Monday,5,Person in Crisis,D11,Yes,133
2014,July,Tuesday,7,Overdose,D32,No,98
2015,February,Sunday,22,Suicide-related,D31,No,24
2014,July,Thursday,15,Person in Crisis,D52,Yes,68
2014,June,Wednesday,21,Person in Crisis,D23,No,134
2015,November,Tuesday,17,Suicide-related,D31,No,14
2014,January,Sunday,1,Suicide-related,D42,No,68
2015,December,Friday,12,Person in Crisis,D33,No,125
2014,February,Tuesday,14,Suicide-related,D53,No,131
2014,July,Saturday,23,Suicide-related,D42,No,135
2014,September,Friday,10,Person in Crisis,D33,Yes,13
2015,January,Saturday,19,Overdose,D33,No,66
2014,December,Saturday,1,Person in Crisis,D52,No,46
2014,August,Sunday,21,Overdose,D14,No,14
2014,October,Tuesday,23,Overdose,D22,No,34
2015,November,Friday,2,Suicide-related,D55,No,75
2015,December,Wednesday,12,Person in Crisis,D12,Yes,72
2015,June,Thursday,14,Suicide-related,D41,No,116
2014,June,Saturday,13,Overdose,D23,No,3
2015,November,Wednesday,23,Suicide-related,D13,No,55
2015,August,Monday,6,Person in Crisis,D11,No,123
2014,March,Saturday,13,Person in Crisis,D41,No,35
2014,February,Tuesday,22,Person in Crisis,D22,No,117
2015,September,Tuesday,4,Person in Crisis,D12,No,140
2014,March,Sunday,0,Person in Crisis,D53,No,90
2014,May,Saturday,1,Person in Crisis,D41,No,77
2015,February,Thursday,23,Suicide-related,D51,No,38
2014,May,Sunday,22,Suicide-related,D43,No,124
2014,April,Thursday,10,Person in Crisis,D13,No,104
2014,October,Wednesday,4,Person in Crisis,D43,No,19
2015,March,Friday,22,Suicide-related,D33,No,2
2014,March,Sunday,3,Suicide-related,D32,No,35
2015,August,Sunday,16,Person in Crisis,D33,No,40
2015,July,Wednesday,1,Overdose,D11,Yes,89
2014,December,Sunday,11,Person in Crisis,D23,Yes,44
2014,February,Monday,14,Person in Crisis,D32,No,19
2014,March,Saturday,16,Overdose,D13,No,22
2015,September,Tuesday,13,Suicide-related,D22,No,53
2015,December,Sunday,11,Suicide-related,D55,No,51
2014,November,Wednesday,18,Suicide-related,D22,No,13
2014,March,Wednesday,5,Person in Crisis,D22,No,124
2014,December,Friday,10,Suicide-related,D51,No,5
2014,June,Thursday,7,Suicide-related,D55,No,132
2014,June,Wednesday,11,Overdose,D12,Yes,127
2015,May,Wednesday,23,Overdose,D41,Yes,53
2014,November,Friday,2,Overdose,D23,No,45
2014,March,Tuesday,16,Overdose,D32,No,64
2014,July,Monday,10,Person in Crisis,D55,No,54
2015,April,Friday,1,Person in Crisis,D31,No,47
2014,October,Thursday,7,Person in Crisis,D53,No,129
2014,February,Friday,15,Overdose,D42,No,136
2014,July,Sunday,22,Person in Crisis,D11,No,113
2014,May,Wednesday,4,Suicide-related,D32,No,4
2014,June,Tuesday,1,Suicide-related,D54,Yes,7
2014,May,Sunday,4,Suicide-related,D31,Yes,64
2015,December,Tuesday,6,Suicide-related,D55,No,125
2015,June,Tuesday,15,Person in Crisis,D23,Yes,122
2014,January,Thursday,18,Person in Crisis,D52,No,44
2015,January,Monday,10,Person in Crisis,D12,No,134
2015,June,Sunday,22,Suicide-related,D52,Yes,32
2014,May,Saturday,2,Person in Crisis,D52,No,62
2014,April,Thursday,18,Suicide-related,D31,No,56
2015,April,Tuesday,9,Overdose,D32,No,140
2015,May,Saturday,18,Suicide-related,D31,No,49
2014,January,Saturday,8,Overdose,D42,No,100
2015,December,Tuesday,16,Suicide-related,D32,No,55
2015,February,Saturday,1,Person in Crisis,D52,No,96
2014,May,Thursday,21,Overdose,D14,No,140
2015,June,Friday,23,Suicide-related,D52,No,14
2014,June,Sunday,14,Overdose,D32,No,126
2015,October,Saturday,14,Overdose,D55,No,18
2015,January,Sunday,15,Suicide-related,D33,Yes,45
2014,April,Saturday,18,Overdose,D31,No,102
2014,August,Tuesday,8,Overdose,D13,No,118
2015,July,Tuesday,7,Suicide-related,D54,Yes,64
2015,February,Tuesday,13,Person in Crisis,D41,No,56
2015,August,Friday,14,Overdose,D54,No,56
2015,November,Sunday,1,Overdose,D13,No,15
2014,August,Sunday,11,Suicide-related,D55,No,100
2015,July,Monday,13,Person in Crisis,D52,No,66
2015,May,Saturday,4,Overdose,D51,Yes,54
2015,August,Saturday,11,Person in Crisis,D52,Yes,23
2014,February,Tuesday,8,Person in Crisis,D23,No,139
2014,January,Sunday,9,Overdose,D12,No,54
2015,September,Thursday,10,Suicide-related,D14,Yes,100
2015,October,Friday,6,Suicide-related,D13,No,2
2015,January,Monday,18,Suicide-related,D52,No,90
2014,November,Monday,17,Person in Crisis,D53,Yes,46
2015,January,Tuesday,6,Suicide-related,D54,No,40
2015,November,Saturday,6,Suicide-related,D11,No,35
2015,January,Monday,4,Person in Crisis,D55,No,136
2015,October,Monday,7,Suicide-related,D42,No,113
2014,September,Thursday,17,Suicide-related,D14,No,67
2015,May,Monday,5,Person in Crisis,D51,No,95
2014,December,Tuesday,12,Person in Crisis,D12,No,57
2014,October,Monday,0,Suicide-related,D13,No,121
2014,April,Friday,23,Overdose,D55,No,105
2014,April,Wednesday,23,Person in Crisis,D41,No,83
2014,September,Sunday,3,Overdose,D41,No,74
2014,June,Tuesday,16,Overdose,D53,No,15
2014,July,Monday,21,Suicide-related,D14,No,83
2015,December,Saturday,8,Overdose,D42,Yes,104
2015,November,Thursday,6,Suicide-related,D13,No,47
2014,August,Tuesday,19,Overdose,D41,Yes,75
2015,November,Monday,19,Person in Crisis,D51,No,95
2015,June,Monday,18,Suicide-related,D32,No,35
2014,March,Wednesday,21,Overdose,D41,No,47
2014,February,Wednesday,9,Person in Crisis,D53,No,28
2014,December,Monday,19,Person in Crisis,D22,No,20
2015,August,Tuesday,22,Person in Crisis,D11,No,112
2015,March,Thursday,17,Suicide-related,D33,No,88
2014,May,Tuesday,4,Overdose,D54,Yes,127
2014,January,Thursday,18,Overdose,D12,No,132
2014,August,Wednesday,11,Suicide-related,D12,No,103
2015,September,Saturday,9,Overdose,D23,No,26
2014,June,Sunday,7,Suicide-related,D12,No,22
2015,October,Monday,22,Suicide-related,D22,Yes,82
2014,August,Friday,0,Suicide-related,D14,No,123
2015,March,Monday,13,Suicide-related,D14,No,77
2014,November,Monday,4,Overdose,D14,Yes,93
2014,June,Friday,22,Overdose,D32,No,16
2015,February,Friday,13,Person in Crisis,D12,No,11
2015,April,Tuesday,8,Suicide-related,D53,No,68
2014,August,Sunday,21,Person in Crisis,D11,No,119
2015,November,Friday,14,Suicide-related,D55,No,119
2015,March,Sunday,2,Suicide-related,D31,No,112
2015,February,Tuesday,23,Suicide-related,D54,No,14
2015,December,Saturday,19,Overdose,D13,No,14
2015,October,Saturday,5,Person in Crisis,D14,No,75
2015,September,Wednesday,18,Person in Crisis,D14,No,64
2015,January,Wednesday,0,Overdose,D55,No,125
2015,October,Wednesday,2,Suicide-related,D23,Yes,61
2014,December,Wednesday,2,Suicide-related,D55,No,32
2015,January,Friday,12,Person in Crisis,D12,No,125
2014,February,Tuesday,12,Person in Crisis,D13,No,26
2014,April,Friday,16,Suicide-related,D13,No,102
2014,September,Tuesday,11,Person in Crisis,D13,Yes,54
2015,October,Thursday,0,Person in Crisis,D22,No,44
2014,February,Wednesday,7,Overdose,D22,No,114
2015,March,Sunday,6,Overdose,D14,No,123
2015,December,Thursday,23,Suicide-related,D32,Yes,112
2014,February,Wednesday,23,Overdose,D43,No,108
2015,October,Thursday,6,Person in Crisis,D41,No,12
2014,February,Wednesday,8,Suicide-related,D53,No,55
2015,June,Wednesday,15,Person in Crisis,D41,No,18
2014,May,Tuesday,5,Person in Crisis,D31,No,107
2015,March,Sunday,13,Suicide-related,D33,No,77
2014,May,Sunday,22,Overdose,D22,No,128
2015,June,Wednesday,12,Suicide-related,D11,No,60
2014,August,Sunday,3,Person in Crisis,D33,Yes,125
2015,November,Friday,21,Suicide-related,D41,No,4
2015,August,Sunday,21,Overdose,D55,Yes,34
2014,December,Monday,5,Suicide-related,D42,No,118
2014,February,Sunday,3,Suicide-related,D43,No,47
2014,June,Saturday,3,Suicide-related,D42,No,9
2014,July,Tuesday,15,Overdose,D33,Yes,13
2015,September,Saturday,9,Overdose,D31,Yes,124
2015,May,Monday,16,Overdose,D32,No,115
2014,June,Saturday,6,Overdose,D13,Yes,71
2015,December,Thursday,8,Person in Crisis,D14,No,23
2014,April,Tuesday,19,Person in Crisis,D14,No,58
2015,March,Friday,2,Person in Crisis,D53,No,127
2015,April,Sunday,2,Overdose,D23,No,38
2015,July,Sunday,11,Overdose,D14,No,91
2014,June,Sunday,7,Person in Crisis,D41,No,58
2014,June,Friday,14,Person in Crisis,D55,No,131
2014,July,Friday,17,Overdose,D22,Yes,128
2015,September,Wednesday,16,Person in Crisis,D13,No,131
2014,June,Wednesday,20,Overdose,D31,Yes,87
2014,January,Thursday,13,Overdose,D23,No,126
2014,July,Thursday,18,Person in Crisis,D53,Yes,14
2015,February,Thursday,9,Suicide-related,D12,No,116
2014,March,Tuesday,13,Overdose,D54,No,125
2015,February,Thursday,2,Overdose,D33,No,27
2015,April,Monday,16,Person in Crisis,D41,No,128
2014,December,Friday,21,Overdose,D41,No,13
2015,August,Friday,9,Overdose,D31,No,116
2014,March,Wednesday,6,Suicide-related,D22,Yes,39
2014,September,Wednesday,18,Person in Crisis,D12,No,135
2014,August,Friday,2,Person in Crisis,D23,No,77
2014,November,Saturday,9,Overdose,D31,Yes,74
2014,May,Saturday,14,Person in Crisis,D12,No,112
2015,November,Friday,3,Overdose,D55,No,53
2015,January,Wednesday,4,Suicide-related,D32,No,26
2014,March,Friday,14,Overdose,D12,Yes,63
2015,August,Thursday,10,Overdose,D52,No,100
2014,March,Monday,11,Suicide-related,D31,No,86
2014,July,Saturday,13,Person in Crisis,D12,No,98
2015,August,Friday,15,Suicide-related,D31,Yes,120
2015,March,Monday,5,Person in Crisis,D43,No,101
2014,July,Thursday,15,Overdose,D51,Yes,110
2015,January,Sunday,13,Person in Crisis,D54,No,102
2015,September,Friday,18,Suicide-related,D12,No,95
2014,February,Monday,3,Suicide-related,D54,No,80
2015,May,Monday,5,Suicide-related,D55,No,66
2015,May,Saturday,22,Suicide-related,D54,No,86
2015,December,Friday,19,Overdose,D55,No,26
2014,April,Monday,17,Person in Crisis,D51,No,70
2014,June,Saturday,0,Person in Crisis,D14,No,15
2015,January,Friday,16,Suicide-related,D23,No,124
2014,September,Saturday,3,Person in Crisis,D11,No,21
2014,August,Sunday,7,Person in Crisis,D12,No,89
2014,May,Friday,20,Person in Crisis,D41,No,134
2015,June,Sunday,6,Overdose,D53,No,54
2015,October,Wednesday,9,Person in Crisis,D53,No,25
2014,June,Wednesday,4,Overdose,D54,No,64
2015,October,Sunday,18,Person in Crisis,D32,Yes,33
2014,April,Friday,18,Overdose,D33,No,67
2014,August,Monday,15,Suicide-related,D42,Yes,97
2015,October,Saturday,2,Person in Crisis,D31,No,124
2015,July,Monday,6,Person in Crisis,D54,No,6
2015,May,Tuesday,15,Overdose,D14,No,139
2015,March,Tuesday,2,Person in Crisis,D51,No,24
2015,November,Tuesday,7,Suicide-related,D43,No,15
2015,December,Friday,10,Overdose,D31,No,91
2015,June,Saturday,21,Suicide-related,D41,No,49
2014,October,Monday,2,Overdose,D51,No,93
2015,September,Saturday,5,Person in Crisis,D31,No,93
2015,April,Saturday,22,Person in Crisis,D13,Yes,110
2014,November,Friday,7,Overdose,D11,No,103
2014,October,Monday,22,Suicide-related,D55,No,126
2014,January,Saturday,11,Person in Crisis,D33,No,15
2014,December,Monday,20,Person in Crisis,D33,No,64
2015,October,Friday,6,Person in Crisis,D32,No,111
2014,April,Wednesday,4,Suicide-related,D13,No,27
2014,December,Thursday,22,Person in Crisis,D31,No,86
2014,February,Tuesday,0,Person in Crisis,D55,No,76
2014,July,Thursday,23,Suicide-related,D51,No,106
2015,September,Friday,18,Overdose,D32,No,134
2015,September,Sunday,22,Overdose,D51,No,140
2014,December,Sunday,6,Person in Crisis,D23,Yes,131
2015,May,Thursday,9,Person in Crisis,D11,Yes,117
2015,October,Saturday,19,Overdose,D53,No,69
2014,December,Wednesday,17,Overdose,D55,No,47
2015,October,Tuesday,5,Overdose,D42,No,58
2014,October,Wednesday,17,Suicide-related,D23,No,14
2014,October,Friday,6,Overdose,D33,No,127
2014,October,Tuesday,15,Overdose,D52,No,129
2014,February,Thursday,11,Overdose,D13,No,34
2014,July,Sunday,21,Suicide-related,D41,Yes,35
2015,January,Friday,13,Overdose,D23,No,50
2015,October,Friday,0,Overdose,D41,No,41
2015,September,Saturday,6,Overdose,D55,No,139
2015,May,Tuesday,3,Overdose,D31,No,1
2015,November,Thursday,15,Overdose,D31,No,138
2015,November,Friday,13,Person in Crisis,D52,No,124
2014,October,Sunday,20,Person in Crisis,D14,No,60
2015,March,Sunday,6,Person in Crisis,D23,No,89
2014,May,Thursday,11,Overdose,D32,No,84
2014,April,Sunday,2,Overdose,D55,No,67
2015,March,Monday,3,Suicide-related,D14,Yes,39
2014,August,Sunday,3,Overdose,D13,No,138
2015,February,Tuesday,7,Suicide-related,D13,No,122
2015,November,Saturday,18,Suicide-related,D55,No,42
2014,November,Monday,21,Overdose,D31,Yes,84
2015,August,Wednesday,19,Person in Crisis,D14,No,114
2015,March,Saturday,12,Suicide-related,D51,No,112
2014,June,Saturday,18,Overdose,D43,No,2
2015,February,Friday,16,Person in Crisis,D42,No,106
2014,February,Sunday,9,Person in Crisis,D52,No,2
2015,November,Sunday,5,Person in Crisis,D22,Yes,20
2015,March,Thursday,7,Suicide-related,D54,Yes,58
2015,August,Monday,12,Person in Crisis,D23,No,122
2015,May,Monday,0,Overdose,D42,No,79
2015,April,Tuesday,16,Suicide-related,D42,No,139
2015,January,Saturday,11,Person in Crisis,D41,No,133
2015,August,Tuesday,19,Suicide-related,D31,No,87
2015,May,Friday,5,Overdose,D12,No,104
2015,April,Thursday,20,Person in Crisis,D51,No,20
2015,November,Friday,4,Overdose,D54,No,6
2015,March,Sunday,8,Overdose,D22,Yes,73
2015,April,Tuesday,13,Overdose,D13,No,25
2015,October,Friday,3,Person in Crisis,D33,No,74
2014,July,Monday,8,Person in Crisis,D52,Yes,14
2014,July,Saturday,10,Person in Crisis,D55,Yes,28
2014,January,Friday,8,Overdose,D51,No,117
2015,February,Monday,20,Person in Crisis,D41,No,53
2015,June,Monday,3,Person in Crisis,D33,No,57
2014,December,Saturday,10,Suicide-related,D22,Yes,87
2015,January,Monday,2,Overdose,D54,No,96
2015,September,Wednesday,11,Suicide-related,D43,No,120
2015,August,Monday,5,Person in Crisis,D32,No,40
2014,February,Wednesday,12,Suicide-related,D11,No,15
2014,May,Sunday,22,Suicide-related,D53,Yes,5
2014,September,Sunday,2,Overdose,D23,No,104
2014,November,Tuesday,22,Person in Crisis,D51,No,33
2015,November,Monday,4,Person in Crisis,D53,No,59
2015,September,Wednesday,21,Suicide-related,D52,No,96
2014,June,Saturday,20,Overdose,D12,No,89
2015,September,Saturday,0,Overdose,D53,Yes,119
2015,February,Wednesday,22,Suicide-related,D23,No,97
2015,March,Tuesday,23,Suicide-related,D22,No,38
2014,May,Monday,14,Suicide-related,D42,No,1
2014,May,Tuesday,5,Overdose,D12,No,46
2015,February,Friday,7,Person in Crisis,D51,No,4
2014,August,Friday,6,Person in Crisis,D32,No,114
2015,August,Wednesday,22,Person in Crisis,D41,No,28
2015,March,Monday,20,Person in Crisis,D53,No,106
2015,August,Sunday,3,Suicide-related,D55,No,32
2015,April,Sunday,20,Overdose,D31,No,35
2014,February,Thursday,9,Suicide-related,D55,No,43
2015,October,Saturday,6,Suicide-related,D52,No,62
2015,September,Wednesday,4,Overdose,D41,No,78
2015,March,Thursday,1,Person in Crisis,D55,No,1
2014,March,Wednesday,8,Suicide-related,D12,Yes,37
2015,December,Friday,19,Person in Crisis,D33,No,3
2014,December,Thursday,19,Person in Crisis,D54,No,8
2014,June,Sunday,3,Person in Crisis,D55,No,7
2015,October,Tuesday,18,Person in Crisis,D51,No,89
2014,November,Sunday,2,Person in Crisis,D22,No,21
2014,June,Thursday,9,Overdose,D51,No,94
2015,August,Tuesday,4,Suicide-related,D33,No,63
2014,February,Friday,19,Person in Crisis,D42,No,18
2015,August,Wednesday,13,Suicide-related,D52,No,101
2014,December,Sunday,8,Suicide-related,D33,No,89
2015,July,Saturday,10,Suicide-related,D54,Yes,24
2015,February,Sunday,16,Person in Crisis,D11,No,38
2015,January,Monday,21,Overdose,D54,No,26
2014,January,Sunday,4,Person in Crisis,D11,No,135
2015,July,Saturday,13,Person in Crisis,D22,No,48
2014,July,Wednesday,14,Overdose,D12,No,101
2015,February,Friday,0,Suicide-related,D41,No,133
2014,October,Tuesday,11,Overdose,D11,No,78
2014,December,Tuesday,2,Suicide-related,D23,Yes,37
2014,March,Sunday,8,Person in Crisis,D54,No,38
2015,January,Friday,10,Person in Crisis,D14,Yes,24
2015,November,Saturday,22,Overdose,D23,Yes,121
2014,April,Thursday,15,Overdose,D13,No,40
2015,December,Monday,10,Overdose,D11,No,72
2014,March,Saturday,16,Overdose,D41,No,128
2014,December,Tuesday,1,Suicide-related,D14,No,111
2015,July,Wednesday,8,Person in Crisis,D33,No,59
2014,December,Friday,5,Suicide-related,D42,No,7
2014,January,Monday,10,Person in Crisis,D23,No,93
2015,April,Monday,6,Overdose,D11,Yes,130
2014,May,Wednesday,22,Suicide-related,D41,Yes,97
2015,April,Monday,23,Suicide-related,D41,No,119
2014,June,Tuesday,5,Suicide-related,D54,No,97
2015,March,Monday,9,Overdose,D31,No,21
2014,July,Friday,20,Suicide-related,D52,No,87
2015,August,Sunday,23,Overdose,D12,Yes,22
2014,September,Saturday,3,Person in Crisis,D41,No,62
2014,August,Tuesday,22,Overdose,D14,No,115
2015,January,Wednesday,13,Suicide-related,D23,No,120
2014,February,Sunday,3,Suicide-related,D31,No,58
2014,June,Thursday,22,Overdose,D33,Yes,69
2014,December,Wednesday,13,Person in Crisis,D22,No,107
2014,August,Saturday,18,Suicide-related,D11,No,68
2014,April,Tuesday,20,Person in Crisis,D43,No,55
2015,October,Wednesday,6,Person in Crisis,D51,No,5
2015,January,Tuesday,5,Suicide-related,D22,No,35
2015,August,Monday,3,Overdose,D22,No,82
2015,November,Wednesday,13,Suicide-related,D53,No,109
2014,August,Sunday,9,Suicide-related,D22,Yes,17
2014,March,Monday,12,Overdose,D33,No,54
2015,May,Friday,14,Person in Crisis,D13,No,81
2015,January,Tuesday,3,Person in Crisis,D31,No,1
2015,April,Tuesday,3,Suicide-related,D11,No,24
2014,October,Thursday,6,Person in Crisis,D31,No,85
2014,December,Wednesday,21,Suicide-related,D23,No,94
2014,December,Sunday,20,Person in Crisis,D55,No,121
2014,June,Saturday,14,Overdose,D53,No,22
2014,April,Tuesday,4,Overdose,D41,No,92
2014,August,Tuesday,14,Suicide-related,D22,Yes,112
2015,April,Saturday,4,Suicide-related,D41,Yes,106
2014,October,Sunday,16,Overdose,D52,No,27
2014,February,Friday,4,Person in Crisis,D22,Yes,35
2014,November,Sunday,17,Overdose,D22,No,59
2015,December,Saturday,14,Suicide-related,D23,Yes,88
2014,September,Wednesday,2,Person in Crisis,D23,No,45
2015,January,Sunday,19,Suicide-related,D43,No,2
2015,April,Sunday,21,Person in Crisis,D53,No,78
2015,November,Wednesday,19,Person in Crisis,D42,Yes,125
2015,December,Saturday,21,Person in Crisis,D51,No,97
2014,January,Sunday,4,Person in Crisis,D51,Yes,132
2015,December,Wednesday,13,Person in Crisis,D31,No,27
2014,March,Monday,0,Person in Crisis,D31,No,110
2014,October,Monday,5,Person in Crisis,D12,No,71
2015,November,Thursday,17,Suicide-related,D43,Yes,58
2015,February,Friday,12,Overdose,D53,No,83
2014,December,Sunday,0,Overdose,D53,No,80
2014,October,Thursday,13,Suicide-related,D33,No,43
2015,October,Thursday,0,Person in Crisis,D31,No,36
2015,March,Monday,6,Overdose,D22,No,42
2015,September,Sunday,13,Overdose,D23,No,117
2015,October,Thursday,17,Person in Crisis,D51,No,93
2015,December,Tuesday,4,Suicide-related,D13,No,121
2015,May,Thursday,15,Overdose,D13,No,121
2015,June,Sunday,2,Person in Crisis,D14,Yes,75
2014,April,Tuesday,0,Person in Crisis,D51,No,36
2014,June,Tuesday,18,Overdose,D53,No,9
2015,June,Wednesday,18,Suicide-related,D52,No,125
2015,June,Thursday,1,Suicide-related,D11,No,12
2015,April,Tuesday,11,Overdose,D13,Yes,87
2015,October,Thursday,21,Suicide-related,D53,No,131
2014,March,Thursday,20,Suicide-related,D55,Yes,124
2014,September,Tuesday,13,Overdose,D14,No,72
2015,June,Monday,14,Person in Crisis,D51,Yes,12
2015,July,Tuesday,1,Overdose,D22,No,20
2014,June,Monday,5,Suicide-related,D42,No,22
2014,February,Saturday,5,Person in Crisis,D53,Yes,90
2015,June,Friday,22,Suicide-related,D54,No,133
2015,February,Saturday,6,Person in Crisis,D41,Yes,65
2014,January,Friday,3,Person in Crisis,D33,Yes,109
2015,September,Thursday,21,Overdose,D14,No,68
2014,March,Sunday,22,Overdose,D55,Yes,14
2015,November,Wednesday,10,Suicide-related,D55,No,116
2015,January,Tuesday,13,Person in Crisis,D42,No,106
2014,December,Wednesday,20,Suicide-related,D12,No,3
2014,June,Wednesday,15,Suicide-related,D42,Yes,138
2015,February,Thursday,6,Overdose,D22,No,70
2015,April,Tuesday,9,Person in Crisis,D11,No,76
2014,August,Sunday,8,Overdose,D53,Yes,98
2014,March,Friday,11,Suicide-related,D41,No,64
2014,November,Wednesday,17,Suicide-related,D12,No,39
2014,July,Tuesday,4,Overdose,D31,No,116
2015,January,Wednesday,4,Suicide-related,D41,No,54
2014,June,Monday,9,Overdose,D31,No,30
2015,April,Friday,3,Person in Crisis,D52,No,1
2015,December,Wednesday,7,Overdose,D11,No,30
2015,October,Thursday,15,Overdose,D12,No,85
2015,October,Sunday,21,Person in Crisis,D51,No,63
2015,January,Saturday,5,Person in Crisis,D11,No,110
2014,January,Tuesday,11,Overdose,D51,No,96
2014,March,Monday,2,Overdose,D54,No,99
2014,September,Wednesday,7,Person in Crisis,D31,No,134
2015,November,Sunday,15,Person in Crisis,D22,No,28
2014,July,Friday,11,Person in Crisis,D42,No,110
2014,March,Friday,1,Suicide-related,D31,Yes,62
2014,October,Tuesday,14,Overdose,D53,Yes,39
2015,February,Friday,4,Person in Crisis,D53,No,18
2015,November,Friday,22,Overdose,D54,No,80
2014,September,Saturday,16,Person in Crisis,D41,Yes,78
2015,September,Friday,20,Person in Crisis,D55,Yes,17
2014,July,Wednesday,14,Person in Crisis,D43,No,117
2015,October,Monday,3,Suicide-related,D22,No,86
2015,May,Sunday,7,Overdose,D53,No,66
2014,December,Tuesday,2,Overdose,D33,Yes,43
2014,January,Thursday,3,Person in Crisis,D41,No,101
2014,December,Sunday,6,Suicide-related,D14,No,15
2015,August,Tuesday,23,Person in Crisis,D53,No,114
